,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,risk_factor,emp_length,annual_inc,total_debt,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_credit_rv,dti,loan_is_bad_num,loan_currency_num,K3 - Predicted,K8 - Predicted
32386,13000,13000,13000.0,36,11.14,426.47,-1,10.0,100000.0,22220.0,0,0,0.0,0.0,17,0,24553,55.2,36,0.0,0.0,15352.69966,15352.7,13000.0,2352.7,0.0,0.0,0.0,426.42,0,0.0,1,0,0.0,251598.0,44500.0,0.222,0,0,2,1
32387,8000,8000,8000.0,36,11.14,262.45,-1,1.0,63000.0,17885.7,0,0,0.0,0.0,10,0,15419,68.2,51,0.0,0.0,9235.969978000001,9235.97,8000.0,1235.97,0.0,0.0,0.0,3462.41,0,0.0,1,0,0.0,43860.0,22600.0,0.284,0,0,2,1
32390,10000,10000,10000.0,36,11.14,328.06,-1,10.0,78000.0,15514.2,0,0,76.0,0.0,14,0,9624,30.8,31,0.0,0.0,11266.78688,11266.79,10000.0,1266.79,0.0,0.0,0.0,6018.51,0,0.0,1,0,0.0,169236.0,34700.0,0.199,0,0,2,1
32396,11000,11000,11000.0,36,11.14,360.86,-1,1.0,37000.0,12036.1,0,2,0.0,0.0,9,0,2364,26.6,27,0.0,0.0,12134.29,12134.29,11000.0,1134.29,0.0,0.0,0.0,7805.41,0,0.0,1,0,59.0,24923.0,8900.0,0.325,0,0,2,1
32400,14000,14000,14000.0,36,11.14,459.28,-1,10.0,125000.0,20425.0,0,0,67.0,0.0,22,0,29447,43.4,40,0.0,0.0,16533.5336,16533.53,14000.0,2533.53,0.0,0.0,0.0,459.41,0,68.0,1,0,0.0,144264.0,67800.0,0.163,0,0,2,1
32401,10000,10000,10000.0,36,11.14,328.06,-1,10.0,42000.0,13750.8,0,2,52.0,0.0,13,0,15469,59.3,21,0.0,0.0,11809.60411,11809.6,10000.0,1809.6,0.0,0.0,0.0,328.18,0,0.0,1,0,0.0,17071.0,26100.0,0.327,0,0,2,1
32402,11100,11100,11100.0,36,11.14,364.14,-1,10.0,32000.0,9372.8,0,0,0.0,0.0,16,0,15419,57.1,31,0.0,0.0,2184.72,2184.72,1603.29,581.43,0.0,0.0,0.0,364.14,0,0.0,1,0,0.0,20613.0,27000.0,0.293,1,0,2,1
32410,12550,12550,12550.0,36,11.14,411.71,-1,9.0,50000.0,14050.0,0,3,0.0,0.0,13,0,19224,56.9,21,0.0,0.0,14660.335519999999,14660.34,12550.0,2110.34,0.0,0.0,0.0,1.63,0,0.0,1,0,0.0,32488.0,33800.0,0.281,0,0,2,1
32416,14200,14200,14200.0,36,11.14,465.84,-1,7.0,61200.0,15134.76,0,1,82.0,0.0,14,0,10308,33.0,32,0.0,0.0,16000.50255,16000.5,14200.0,1800.5,0.0,0.0,0.0,417.74,0,82.0,1,0,0.0,133446.0,31200.0,0.247,0,0,2,1
32418,3825,3825,3825.0,36,11.14,125.48,-1,0.0,14400.0,4030.56,0,0,82.0,0.0,10,0,5613,57.3,18,0.0,0.0,4517.174635,4517.17,3825.0,692.17,0.0,0.0,0.0,125.71,0,82.0,1,0,0.0,5613.0,9800.0,0.28,0,0,2,1
32419,6800,6800,6800.0,36,11.14,223.08,-1,5.0,97000.0,15122.3,0,2,75.0,0.0,9,0,4031,26.0,12,0.0,0.0,7875.8180349999975,7875.82,6800.0,1075.82,0.0,0.0,0.0,2745.32,0,75.0,1,0,0.0,61298.0,15900.0,0.156,0,0,2,1
32423,13000,13000,13000.0,36,11.14,426.47,-1,10.0,50000.0,8735.0,0,2,48.0,0.0,11,0,17090,36.7,28,0.0,0.0,3837.87,3837.87,2856.25,981.62,0.0,0.0,0.0,426.47,0,0.0,1,0,0.0,133073.0,46600.0,0.175,1,0,2,1
32424,10000,10000,10000.0,36,11.14,328.06,-1,5.0,47000.0,10274.2,0,1,0.0,0.0,14,0,13681,53.4,20,0.0,0.0,11809.60411,11809.6,10000.0,1809.6,0.0,0.0,0.0,328.18,0,0.0,1,0,0.0,30950.0,25600.0,0.219,0,0,2,1
32425,9250,9250,9250.0,36,11.14,303.45,-1,10.0,62000.0,13776.4,0,1,0.0,0.0,10,0,13091,82.9,19,0.0,0.0,10864.33414,10864.33,9250.0,1614.33,0.0,0.0,0.0,2368.24,0,0.0,1,0,0.0,36717.0,15800.0,0.222,0,0,2,1
32427,7500,7500,7500.0,36,11.14,246.04,-1,5.0,128000.0,11187.2,0,0,34.0,0.0,12,0,6502,34.2,49,0.0,0.0,7703.98,7703.98,7500.0,203.98,0.0,0.0,0.0,7213.17,0,0.0,1,0,0.0,365243.0,19000.0,0.087,0,0,2,1
32428,8000,8000,8000.0,36,11.14,262.45,-1,10.0,135000.0,23571.0,0,1,58.0,0.0,11,0,28626,49.1,29,0.0,0.0,9238.110131,9238.11,8000.0,1238.11,0.0,0.0,0.0,237.27,0,58.0,1,0,0.0,113840.0,58300.0,0.175,0,0,2,1
32439,8500,8500,8500.0,36,11.14,278.85,-1,10.0,46500.0,16247.1,0,0,0.0,0.0,11,0,27089,87.1,17,0.0,0.0,10030.97368,10030.97,8500.0,1530.97,0.0,0.0,0.0,1108.88,0,0.0,1,0,0.0,154150.0,31100.0,0.349,0,0,2,1
32442,12000,12000,12000.0,36,11.14,393.67,-1,5.0,39500.0,12529.4,0,2,0.0,0.0,13,0,12077,67.1,21,0.0,0.0,13682.15635,13682.16,12000.0,1682.16,0.0,0.0,0.0,2310.3,0,0.0,1,0,0.0,44407.0,18000.0,0.317,0,0,2,1
32453,7200,7200,7200.0,36,11.14,236.2,-1,5.0,60000.0,8064.0,0,0,0.0,0.0,15,0,20000,52.1,29,0.0,0.0,8386.730098,8386.73,7200.0,1186.73,0.0,0.0,0.0,2482.07,0,0.0,1,0,0.0,267002.0,38400.0,0.134,0,0,2,1
32454,13025,13025,13025.0,36,11.14,427.29,-1,7.0,57350.0,11533.08,0,3,34.0,0.0,16,0,4376,43.8,43,0.0,0.0,14450.37,14450.37,13025.0,1425.37,0.0,0.0,0.0,8896.82,0,0.0,1,0,0.0,292671.0,10000.0,0.201,0,0,2,1
32455,10000,10000,10000.0,36,11.14,328.06,-1,10.0,243000.0,33339.6,0,0,0.0,0.0,10,0,25752,89.7,33,0.0,0.0,11800.99552,11801.0,10000.0,1801.0,0.0,0.0,0.0,975.7,0,0.0,1,0,0.0,264395.0,28700.0,0.13699999999999998,0,0,2,1
32456,3000,3000,3000.0,36,11.14,98.42,-1,10.0,48000.0,10536.0,0,1,60.0,0.0,11,0,7636,54.5,24,0.0,0.0,3542.8373130000004,3542.84,3000.0,542.84,0.0,0.0,0.0,98.48,0,0.0,1,0,0.0,92080.0,14000.0,0.22,0,0,2,1
32457,10000,10000,9950.0,36,11.14,328.06,-1,0.0,33000.0,7847.4,0,1,73.0,0.0,10,0,5212,23.3,23,0.0,0.0,11277.66322,11221.28,10000.0,1277.66,0.0,0.0,0.0,3201.32,0,0.0,1,0,0.0,81925.0,22400.0,0.238,0,0,2,1
32458,12000,12000,12000.0,36,11.14,393.67,-1,1.0,50000.0,11635.0,0,3,54.0,0.0,12,0,6062,16.0,25,0.0,0.0,14137.0969,14137.1,12000.0,2137.1,0.0,0.0,0.0,1934.18,0,0.0,1,0,0.0,41244.0,38000.0,0.233,0,0,2,1
32460,1750,1750,1750.0,36,11.14,57.41,-1,8.0,51310.0,16465.38,0,1,0.0,0.0,11,0,16614,58.9,27,0.0,0.0,2066.6723899999997,2066.67,1750.0,316.67,0.0,0.0,0.0,57.49,0,0.0,1,0,0.0,224714.0,28200.0,0.321,0,0,2,1
32462,4000,4000,4000.0,36,11.14,131.23,-1,10.0,45000.0,10093.5,0,0,0.0,0.0,9,0,17747,92.0,40,0.0,0.0,4723.825735,4723.83,4000.0,723.83,0.0,0.0,0.0,130.95,0,0.0,1,0,0.0,113524.0,19300.0,0.224,0,0,2,1
32463,5000,5000,5000.0,36,11.14,164.03,-1,10.0,63000.0,14099.4,0,1,0.0,0.0,16,0,21544,71.6,29,0.0,0.0,5605.93,5605.93,5000.0,605.93,0.0,0.0,0.0,3146.46,0,0.0,1,0,0.0,222212.0,30100.0,0.224,0,0,2,1
32472,10500,10500,10500.0,36,11.14,344.46,-1,10.0,73000.0,12650.9,1,0,23.0,0.0,14,0,2377,12.4,39,0.0,0.0,12080.45148,12080.45,10500.0,1580.45,0.0,0.0,0.0,4847.13,0,29.0,1,0,0.0,170208.0,19200.0,0.173,0,0,2,1
32473,2800,2800,2800.0,36,11.14,91.86,-1,4.0,83000.0,15803.2,0,2,0.0,0.0,10,0,10794,78.2,42,0.0,0.0,1102.08,1102.08,831.85,270.23,0.0,0.0,0.0,91.86,0,0.0,1,0,0.0,295394.0,13800.0,0.19,1,0,2,1
32486,5400,5400,5400.0,36,11.14,177.15,-1,7.0,52000.0,13847.6,0,0,39.0,0.0,17,0,6499,55.1,25,0.0,0.0,6377.208032000001,6377.21,5400.0,977.21,0.0,0.0,0.0,177.3,0,59.0,1,0,91.0,199923.0,11800.0,0.266,0,0,2,1
32489,12000,12000,12000.0,36,11.14,393.67,-1,5.0,44000.0,10238.8,11,1,10.0,0.0,20,0,6466,13.5,37,0.0,0.0,13632.90761,13632.91,12000.0,1632.91,0.0,0.0,0.0,6437.52,0,0.0,1,0,0.0,187126.0,47733.0,0.233,0,0,2,1
32492,4800,4800,4800.0,36,11.14,157.47,-1,1.0,41000.0,5088.1,0,1,0.0,0.0,21,0,16719,41.7,31,0.0,0.0,5650.232762,5650.23,4800.0,850.23,0.0,0.0,0.0,926.47,0,0.0,1,0,0.0,135378.0,40100.0,0.124,0,0,2,1
32497,9475,9475,9475.0,36,11.14,310.83,-1,0.0,28800.0,8916.48,0,0,46.0,0.0,11,0,6956,30.5,24,0.0,0.0,11189.67502,11189.68,9475.0,1714.68,0.0,0.0,0.0,311.14,0,46.0,1,0,0.0,24218.0,22800.0,0.31,0,0,2,1
32508,4500,4500,4500.0,36,11.14,147.63,-1,1.0,72340.0,23524.97,0,1,0.0,0.0,13,0,13546,46.2,34,0.0,0.0,5273.794146,5273.79,4500.0,773.79,0.0,0.0,0.0,1288.29,0,0.0,1,0,0.0,169192.0,29300.0,0.325,0,0,2,1
32509,10000,10000,10000.0,36,11.14,328.06,-1,8.0,85000.0,20119.5,0,3,0.0,0.0,10,0,22535,57.3,41,0.0,0.0,11793.19276,11793.19,10000.0,1793.19,0.0,0.0,0.0,1295.61,0,0.0,1,0,0.0,373874.0,39300.0,0.237,0,0,2,1
32511,10000,10000,10000.0,36,11.14,328.06,-1,9.0,75000.0,8122.5,0,0,37.0,0.0,16,0,19631,71.1,61,0.0,0.0,11369.91324,11369.91,10000.0,1369.91,0.0,0.0,0.0,5465.34,0,48.0,1,0,0.0,111354.0,27600.0,0.108,0,0,2,1
32516,2000,2000,2000.0,36,11.14,65.62,-1,10.0,65000.0,13429.0,0,0,0.0,0.0,13,0,25322,87.3,27,0.0,0.0,2351.012774,2351.01,2000.0,351.01,0.0,0.0,0.0,448.37,0,0.0,1,0,0.0,165702.0,29000.0,0.207,0,0,2,1
32523,6500,6500,6500.0,36,11.14,213.24,-1,5.0,90000.0,18702.0,0,0,0.0,0.0,16,0,15685,69.1,27,0.0,0.0,7676.220712,7676.22,6500.0,1176.22,0.0,0.0,0.0,213.33,0,0.0,1,0,0.0,233050.0,22700.0,0.208,0,0,2,1
32525,10000,10000,10000.0,36,11.14,328.06,-1,5.0,32578.5,8473.67,0,0,0.0,0.0,16,0,18933,31.0,20,0.0,0.0,11809.68135,11809.68,10000.0,1809.68,0.0,0.0,0.0,327.92,0,0.0,1,0,0.0,18933.0,61100.0,0.26,0,0,2,1
32535,12000,12000,12000.0,36,11.14,393.67,-1,4.0,38000.0,10237.2,0,0,0.0,0.0,14,0,8704,68.5,25,0.0,0.0,14171.68472,14171.68,12000.0,2171.68,0.0,0.0,0.0,393.4,0,0.0,1,0,0.0,22528.0,12700.0,0.269,0,0,2,1
32538,12000,12000,12000.0,36,11.14,393.67,-1,3.0,40000.0,11124.0,0,0,36.0,0.0,14,0,4070,50.2,19,0.0,0.0,14171.6461,14171.65,12000.0,2171.65,0.0,0.0,0.0,393.54,0,0.0,1,0,0.0,43601.0,8100.0,0.278,0,0,2,1
32540,6250,6250,6250.0,36,11.14,205.04,-1,6.0,48000.0,12792.0,0,0,0.0,0.0,8,0,25654,74.8,20,0.0,0.0,7367.761381,7367.76,6250.0,1117.76,0.0,0.0,0.0,606.65,0,0.0,1,0,0.0,302598.0,34300.0,0.266,0,0,2,1
32543,4200,4200,4200.0,36,11.14,137.79,-1,6.0,64918.0,17352.58,0,0,46.0,0.0,16,0,11039,89.0,40,0.0,0.0,4577.42,4577.42,4200.0,377.42,0.0,0.0,0.0,3200.1,0,0.0,1,0,0.0,121773.0,12400.0,0.267,0,0,2,1
32548,6000,6000,6000.0,36,11.14,196.84,-1,1.0,93500.0,26638.15,1,0,16.0,0.0,10,0,10578,61.5,32,0.0,0.0,7051.2013819999975,7051.2,6000.0,1051.2,0.0,0.0,0.0,1343.01,0,16.0,1,0,0.0,176349.0,17200.0,0.285,0,0,2,1
32551,7000,7000,7000.0,36,11.14,229.64,-1,10.0,155000.0,17747.5,1,1,20.0,0.0,9,0,7124,44.5,38,0.0,0.0,8266.766801,8266.77,7000.0,1266.77,0.0,0.0,0.0,229.71,0,20.0,1,0,0.0,342176.0,16000.0,0.114,0,0,2,1
32553,7750,7750,7725.0,36,11.14,254.24,-1,1.0,37500.0,10582.5,0,2,0.0,0.0,19,0,19838,44.3,32,0.0,0.0,9152.566626,9123.04,7750.0,1402.57,0.0,0.0,0.0,254.34,0,0.0,1,0,0.0,122323.0,44733.0,0.282,0,0,2,1
32555,6000,6000,6000.0,36,11.14,196.84,-1,10.0,60000.0,10554.0,1,1,17.0,0.0,15,0,17687,74.9,36,0.0,0.0,6919.720632,6919.72,6000.0,919.72,0.0,0.0,0.0,1002.22,0,17.0,1,0,0.0,42723.0,23600.0,0.17600000000000002,0,0,2,1
32559,10000,10000,10000.0,36,11.14,328.06,-1,10.0,63000.0,14414.4,0,0,0.0,0.0,11,0,12236,88.7,21,0.0,0.0,11809.71997,11809.72,10000.0,1809.72,0.0,0.0,0.0,327.79,0,0.0,1,0,0.0,59461.0,13800.0,0.229,0,0,2,1
32562,6000,6000,6000.0,36,11.14,196.84,-1,10.0,50000.0,9565.0,0,1,35.0,0.0,8,0,2518,31.1,20,0.0,0.0,7085.713243000001,7085.71,6000.0,1085.71,0.0,0.0,0.0,196.82,0,73.0,1,0,184.0,84086.0,8100.0,0.191,0,0,2,1
32568,10000,10000,10000.0,36,11.14,328.06,-1,4.0,36000.0,7261.2,0,1,0.0,0.0,19,0,13782,48.2,28,0.0,0.0,11319.687759999999,11319.69,10000.0,1319.69,0.0,0.0,0.0,5743.01,0,0.0,1,0,0.0,32443.0,28600.0,0.202,0,0,2,1
32578,11100,11100,11100.0,36,11.14,364.14,-1,1.0,33000.0,10177.2,0,1,0.0,0.0,10,0,27363,78.0,18,0.0,0.0,13108.759170000001,13108.76,11100.0,2008.76,0.0,0.0,0.0,364.37,0,0.0,1,0,0.0,27363.0,35100.0,0.308,0,0,2,1
32581,10500,10500,10500.0,36,11.14,344.46,-1,4.0,120000.0,18336.0,0,1,0.0,0.0,13,0,17119,41.2,28,0.0,0.0,2911.8,2911.8,1777.59,633.35,0.0,500.86,4.79,344.46,0,0.0,1,0,0.0,75296.0,41600.0,0.153,1,0,2,1
32594,11100,11100,11075.0,36,11.14,364.14,-1,10.0,54000.0,17220.6,0,2,0.0,0.0,15,0,16582,84.6,30,0.0,0.0,13108.72552,13079.2,11100.0,2008.73,0.0,0.0,0.0,364.51,0,0.0,1,0,0.0,155247.0,19600.0,0.319,0,0,2,1
32595,8050,8050,8050.0,36,11.14,264.09,-1,1.0,30000.0,7344.0,0,0,0.0,0.0,18,0,9002,26.4,42,0.0,0.0,4657.73,4657.73,3030.28,930.63,0.0,696.82,6.9682000010000005,528.18,0,0.0,1,0,1213.0,14204.0,34100.0,0.245,1,0,2,1
32599,4000,4000,4000.0,36,11.14,131.23,-1,4.0,40000.0,13520.0,0,0,34.0,0.0,12,0,12922,92.3,28,0.0,0.0,4723.748502,4723.75,4000.0,723.75,0.0,0.0,0.0,131.21,0,34.0,1,0,0.0,67683.0,14000.0,0.338,0,0,2,1
32602,18000,18000,18000.0,36,11.14,590.5,-1,3.0,46000.0,5653.4,0,0,50.0,0.0,14,0,4759,27.8,24,0.0,0.0,4723.76,4723.76,3499.15,1224.61,0.0,0.0,0.0,590.5,0,50.0,1,0,0.0,105787.0,17100.0,0.123,1,0,2,1
32611,12000,12000,12000.0,36,11.14,393.67,-1,2.0,96000.0,11520.0,0,0,0.0,0.0,19,0,11982,58.4,27,0.0,0.0,14148.565519999998,14148.57,12000.0,2148.57,0.0,0.0,0.0,1945.48,0,0.0,1,0,0.0,56568.0,20500.0,0.12,0,0,2,1
32612,10400,10400,10400.0,36,11.14,341.18,-1,1.0,97200.0,16271.28,0,0,65.0,0.0,13,0,26105,65.1,32,0.0,0.0,12282.04871,12282.05,10400.0,1882.05,0.0,0.0,0.0,341.26,0,0.0,1,0,0.0,57558.0,40100.0,0.16699999999999998,0,0,2,1
32616,3000,3000,3000.0,36,11.14,98.42,-1,7.0,145000.0,14195.5,0,0,33.0,0.0,5,0,29009,77.6,24,0.0,0.0,3028.29,3028.29,3000.0,28.29,0.0,0.0,0.0,3028.47,0,44.0,1,0,0.0,223949.0,37400.0,0.098,0,0,2,1
32621,12000,12000,11975.0,36,11.14,393.67,-1,6.0,62500.0,14593.75,0,2,0.0,0.0,12,0,17721,54.0,28,0.0,0.0,13853.813030000001,13824.95,12000.0,1853.81,0.0,0.0,0.0,5194.26,0,0.0,1,0,0.0,326834.0,32800.0,0.234,0,0,2,1
32623,10000,10000,9975.0,36,11.14,328.06,-1,10.0,80000.0,25312.0,0,1,0.0,0.0,11,0,47267,69.9,17,0.0,0.0,11720.36828,11691.07,10000.0,1720.37,0.0,0.0,0.0,2863.77,0,0.0,1,0,0.0,238335.0,67600.0,0.316,0,0,2,1
32624,7000,7000,7000.0,36,11.14,229.64,-1,8.0,111333.0,27309.98,0,1,0.0,0.0,12,0,95543,91.9,29,0.0,0.0,8266.689562,8266.69,7000.0,1266.69,0.0,0.0,0.0,229.97,0,0.0,1,0,0.0,361290.0,104000.0,0.245,0,0,2,1
32638,10800,10800,10800.0,36,11.14,354.3,-1,10.0,70000.0,10871.0,0,0,69.0,0.0,11,0,21592,70.5,32,0.0,0.0,12580.09515,12580.1,10800.0,1780.1,0.0,0.0,0.0,3723.1,0,0.0,1,0,0.0,345330.0,33000.0,0.155,0,0,2,1
32644,4800,4800,4800.0,36,11.14,157.47,-1,5.0,46000.0,7350.8,0,0,63.0,0.0,10,0,4202,62.7,21,0.0,0.0,5668.56045,5668.56,4800.0,868.56,0.0,0.0,0.0,157.62,0,63.0,1,0,0.0,32681.0,6700.0,0.16,0,0,2,1
32649,11400,11400,11350.0,36,11.14,373.98,-1,9.0,95000.0,13765.5,0,0,45.0,0.0,11,0,27691,70.6,47,0.0,0.0,13462.98641,13403.94,11400.0,2062.99,0.0,0.0,0.0,374.54,0,45.0,1,0,0.0,229663.0,39200.0,0.145,0,0,2,1
32652,12000,12000,12000.0,36,11.14,393.67,-1,10.0,70000.0,13419.0,0,0,42.0,0.0,18,0,21847,39.5,45,0.0,0.0,14109.27552,14109.28,12000.0,2109.28,0.0,0.0,0.0,299.86,0,0.0,1,0,0.0,127126.0,55300.0,0.192,0,0,2,1
32654,11000,11000,11000.0,36,11.14,360.86,-1,5.0,65000.0,17446.0,0,1,63.0,0.0,14,0,4945,33.4,30,0.0,0.0,12990.61905,12990.62,11000.0,1990.62,0.0,0.0,0.0,361.2,0,63.0,1,0,0.0,249850.0,14800.0,0.268,0,0,2,1
32655,7200,7200,7200.0,36,11.14,236.2,-1,1.0,44000.0,6001.6,1,1,20.0,0.0,19,0,6758,30.4,21,0.0,0.0,8426.43276,8426.43,7200.0,1226.43,0.0,0.0,0.0,2049.37,0,20.0,1,0,0.0,35205.0,22200.0,0.136,0,0,2,1
32657,12000,12000,12000.0,36,11.14,393.67,-1,5.0,45000.0,10426.5,0,0,0.0,0.0,12,0,17964,56.3,28,0.0,0.0,14148.085519999999,14148.09,12000.0,2148.09,0.0,0.0,0.0,1945.0,0,0.0,1,0,0.0,111141.0,31900.0,0.232,0,0,2,1
32666,13000,13000,13000.0,36,11.14,426.47,-1,4.0,50000.0,9455.0,0,2,36.0,0.0,14,0,7932,26.7,33,0.0,0.0,15330.52828,15330.53,13000.0,2330.53,0.0,0.0,0.0,758.04,0,66.0,1,0,0.0,14602.0,29700.0,0.189,0,0,2,1
32671,12000,12000,12000.0,36,11.14,393.67,-1,3.0,52000.0,12896.0,0,1,0.0,0.0,12,0,19411,55.3,28,0.0,0.0,14195.8369,14195.84,12000.0,2195.84,0.0,0.0,0.0,418.24,0,0.0,1,0,0.0,154852.0,35100.0,0.248,0,0,2,1
32673,12000,12000,11950.0,36,11.14,393.67,-1,5.0,75000.0,16725.0,0,0,58.0,0.0,18,0,35597,59.2,44,0.0,0.0,13583.56386,13526.97,12000.0,1583.56,0.0,0.0,0.0,6891.85,0,66.0,1,0,0.0,174118.0,95300.0,0.223,0,0,2,1
32676,3975,3975,3925.0,36,11.14,130.41,-1,10.0,97800.0,17613.78,0,0,49.0,0.0,16,0,26166,73.3,28,0.0,0.0,4694.218299,4635.17,3975.0,719.22,0.0,0.0,0.0,130.41,0,0.0,1,0,0.0,373249.0,35702.0,0.18,0,0,2,1
32677,7000,7000,7000.0,36,11.14,229.64,-1,3.0,98500.0,28082.35,0,2,0.0,0.0,15,0,20898,65.5,53,0.0,0.0,8157.675520999999,8157.68,7000.0,1157.68,0.0,0.0,0.0,2417.36,0,0.0,1,0,0.0,292657.0,31900.0,0.285,0,0,2,1
32681,10000,10000,10000.0,36,11.14,328.06,-1,8.0,52000.0,8304.4,0,0,46.0,0.0,9,0,14101,58.5,20,0.0,0.0,11809.6379,11809.64,10000.0,1809.64,0.0,0.0,0.0,328.08,0,46.0,1,0,0.0,56741.0,24100.0,0.16,0,0,2,1
32683,5250,5250,5250.0,36,11.14,172.23,-1,10.0,44000.0,12804.0,0,0,0.0,0.0,13,0,37924,89.0,17,0.0,0.0,6200.012341,6200.01,5250.0,950.01,0.0,0.0,0.0,172.5,0,0.0,1,0,74.0,170381.0,42600.0,0.29100000000000004,0,0,2,1
32687,6000,6000,6000.0,36,11.14,196.84,-1,10.0,65000.0,10055.5,0,0,56.0,0.0,18,0,13880,60.4,34,0.0,0.0,7085.6681849999995,7085.67,6000.0,1085.67,0.0,0.0,0.0,196.99,0,0.0,1,0,0.0,0.0,0.0,0.155,0,0,2,1
32689,5600,5600,5600.0,36,11.14,183.71,-1,2.0,36000.0,8269.2,0,0,64.0,0.0,11,0,2469,16.9,39,0.0,0.0,4377.65,4377.65,3196.94,844.35,0.0,336.36,3.363599999,183.71,0,0.0,1,0,0.0,0.0,0.0,0.23,1,0,2,1
32694,3025,3025,3025.0,36,11.14,99.24,-1,7.0,60000.0,14076.0,0,1,26.0,0.0,15,0,23256,58.6,32,0.0,0.0,3105.68,3105.68,3025.0,80.68,0.0,0.0,0.0,2806.81,0,0.0,1,0,0.0,0.0,0.0,0.235,0,0,2,1
32695,10000,10000,10000.0,36,11.14,328.06,-1,10.0,85000.0,20655.0,0,0,0.0,0.0,19,0,25050,75.2,37,0.0,0.0,11505.09801,11505.1,10000.0,1505.1,0.0,0.0,0.0,4616.56,0,0.0,1,0,0.0,0.0,0.0,0.243,0,0,2,1
32710,8325,8325,8325.0,36,11.14,273.11,-1,1.0,24000.0,7320.0,0,3,43.0,0.0,20,0,12394,29.0,36,0.0,0.0,9659.269083,9659.27,8325.0,1334.27,0.0,0.0,0.0,159.13,0,0.0,1,0,0.0,0.0,0.0,0.305,0,0,2,1
32714,3000,3000,3000.0,36,11.14,98.42,-1,10.0,107000.0,26033.1,0,0,0.0,0.0,11,0,86209,85.7,22,0.0,0.0,1279.2,1279.2,970.09,309.11,0.0,0.0,0.0,98.42,0,0.0,1,0,0.0,0.0,0.0,0.243,1,0,2,1
32738,8000,8000,8000.0,36,11.14,262.45,-1,1.0,95000.0,13528.0,0,2,44.0,0.0,16,0,6560,20.1,41,0.0,0.0,8419.15,8419.15,8000.0,419.15,0.0,0.0,0.0,7108.11,0,0.0,1,0,0.0,0.0,0.0,0.142,0,0,2,1
32739,6000,6000,6000.0,36,11.14,196.84,-1,3.0,180000.0,25074.0,0,0,0.0,0.0,11,0,77902,62.0,33,0.0,0.0,7085.6681849999995,7085.67,6000.0,1085.67,0.0,0.0,0.0,196.99,0,0.0,1,0,0.0,0.0,0.0,0.139,0,0,2,1
32740,6500,6500,6500.0,36,11.14,213.24,-1,8.0,67000.0,15289.4,0,0,58.0,0.0,13,0,14963,56.3,20,0.0,0.0,7676.175653,7676.18,6500.0,1176.18,0.0,0.0,0.0,213.5,0,0.0,1,0,0.0,0.0,0.0,0.228,0,0,2,1
32741,12000,12000,12000.0,36,11.14,393.67,-1,1.0,56000.0,9301.6,1,2,14.0,0.0,16,0,12642,26.6,22,0.0,0.0,13643.917580000001,13643.92,12000.0,1643.92,0.0,0.0,0.0,6558.4,0,0.0,1,0,0.0,0.0,0.0,0.166,0,0,2,1
32751,9175,9175,9175.0,36,11.14,300.99,-1,8.0,51811.0,12134.14,0,1,61.0,0.0,13,0,3713,35.7,39,0.0,0.0,10835.32548,10835.33,9175.0,1660.33,0.0,0.0,0.0,301.4,0,0.0,1,0,0.0,0.0,0.0,0.234,0,0,2,1
32753,12500,12500,12500.0,36,11.14,410.07,-1,7.0,47000.0,8615.1,3,2,6.0,0.0,16,0,6991,25.9,29,0.0,0.0,13351.25,13351.25,12500.0,851.25,0.0,0.0,0.0,10482.03,0,0.0,1,0,0.0,0.0,0.0,0.183,0,0,2,1
32760,7000,7000,7000.0,36,11.14,229.64,-1,10.0,70000.0,22862.0,0,1,70.0,0.0,14,0,18666,58.1,45,0.0,0.0,8290.446884,8290.45,7000.0,1275.45,15.0,0.0,0.0,9.01,0,0.0,1,0,0.0,0.0,0.0,0.327,0,0,2,1
32764,12000,12000,12000.0,36,11.14,393.67,-1,4.0,70000.0,13559.0,0,0,0.0,0.0,15,0,14527,53.8,24,0.0,0.0,14171.562419999998,14171.56,12000.0,2171.56,0.0,0.0,0.0,393.83,0,0.0,1,0,0.0,0.0,0.0,0.194,0,0,2,1
32766,4000,4000,4000.0,36,11.14,131.23,-1,1.0,50000.0,6240.0,3,3,21.0,0.0,18,0,5847,57.9,42,0.0,0.0,4723.783899,4723.78,4000.0,723.78,0.0,0.0,0.0,131.09,0,0.0,1,0,0.0,0.0,0.0,0.125,0,0,2,1
32772,7000,7000,7000.0,36,11.14,229.64,-1,6.0,72000.0,16574.4,0,2,0.0,0.0,17,0,19634,40.1,55,0.0,0.0,7765.75,7765.75,7000.0,765.75,0.0,0.0,0.0,4781.03,0,0.0,1,0,0.0,0.0,0.0,0.23,0,0,2,1
